	latitude	longitude	depth	depthWater	temperature.in.situ	conductivity	salinity	temperature.Wat.Pot	density	oxygen	nitrate	chlorophyllA	chlorophyllA.Wat.Samples	ang.Scat.Coef.470	opt.Back.Scat.Coef.470	back.Scat.Coef.Part	fCDOM	opt.Beam.Att.Coef.660	beam.Att.Coef.Part	PAR.in.situ	PAR.8days.KdPAR1	moon.Phase.Proportion	sea.Ice.Concentration	sea.Ice.Free.Period	sunshine.Duration	PAR.8days.AMODIS	SSTgradientHorizontaSDL	SSTgradient.AMODIS.8D	phi.sat	fCDOM.AMODIS	chlorophyllA.GSM.GlobColour	NPP.VGPM.8days	TSM.8D	POC.8D	PIC.8D	residence.Time	diffuse.Att.Coef.490	part.Back.Scat.Coef.443	CDM.absorption.coef.443	depth.Euph.layer	MDL.Temp	MDL.sigmatheta	DCM	depth.Max.Brunt.Vaisala.Freq	depth.Max.O2	depth.Min.O2	depth.Nitracline	NO2	PO4	NO3.NO2	SiOH4	flux1km24h	flux2km24h
S19DCM	34.2172	13.9224	75	74.758875	18.213031	49.827767	38.135481	18.199656	27.632063	276.247375	NA	0.181275	0.403141	NA	NA	NA	NA	NA	NA	NA	0.163331	0.3	0	365	630	28.354918	0.45985	21.566087125	0.8345282624	NA	0.097886499017477	NA	0.080174908041954	39.8614597320557	0.000106142404547427	1.777778	0.033483	0.000876023143064231	0.0123359966091812	85.8366508483887	57	58	108	68	66	14	NA	NA	NA	NA	NA	NA	NA
S19SUR	34.2125887323944	13.8037746478873	5	6.26735290140845	21.7865341549296	54.0303381267606	38.4122287887324	21.7855316901408	26.8741851690141	232.307340577465	NA	0.00692640845070423	0.0335145633802817	NA	NA	NA	NA	NA	NA	NA	18.3451484788732	0.3	0	365	630	28.4516916901408	0.35304014084507	21.6275130704225	0.8345282624	NA	0.0971056992634082	NA	0.0867542797096178	38.9611379327909	0.000108270107862346	1.777778	0.0335323802816901	0.000886470730773921	0.0120291592435203	85.804558230118	59.4507042253521	59.6338028169014	103.098591549296	69.6338028169014	74.9859154929577	14	NA	NA	NA	NA	NA	NA	NA
S19ZZZ	34.21874	13.8747266666667	NA	60.8297115384615	20.8693173076923	53.0062333846154	38.4069076923077	20.861	27.0983192307692	237.97924	NA	0.0387461538461538	0.118136692307692	NA	NA	NA	NA	NA	NA	NA	0.691164923076923	0.3	0	365	630	28.3717544	0.4337	21.56751515	0.8345282624	NA	0.096935061365366	NA	0.0846768731872241	39.5513867696126	0.000106453723856248	1.777778	0.0335288	0.000869539869017899	0.0123816798751553	86.0278396606446	57.6	58.4	106.8	68.4	68.2	14	NA	NA	NA	NA	NA	NA	NA
S1SUR	44.4013	-9.8273	9	10	18.69675	47.655052	35.9095	18.695	25.77715	NA	NA	0.08995	0.08995	NA	NA	NA	NA	NA	NA	NA	11.706239	0.92	0	365	776	32.30898	0.39136	18.63328825	1.1903733141	NA	0.248932622373104	NA	0.146237798035145	68.134090423584	0.000201862523681484	10.972222	0.046992	0.00154588726582006	0.0244652144610882	60.0243377685547	12	25	37	36	NA	NA	NA	NA	NA	NA	NA	NA	NA
S1ZZZ	44.4013	-9.8273	NA	200	11.83475	41.169001	36.20645	11.80855	27.5709	NA	NA	0.058125	0.058125	NA	NA	NA	NA	NA	NA	NA	0	0.92	0	365	776	32.30898	0.39136	18.63328825	1.1903733141	NA	0.248932622373104	NA	0.146237798035145	68.134090423584	0.000201862523681484	10.972222	0.046992	0.00154588726582006	0.0244652144610882	60.0243377685547	12	25	37	36	NA	NA	NA	NA	NA	NA	NA	NA	NA
S200DCM	71.9944	-93.5182	30	30.1825	-1.464825	24.708312	30.7681	-1.465275	24.735425	368.3915	-9.012671	1.3038	0.799392	0.000498	0.0014	0.003128	3.027606	0.165191	0.081719	5.101793	0.171973	0.47	0.0018063223361969	256	695	6.094471	1.7563	-1.37495525	0.1273342883	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	11	117	26	4	14	117	116	NA	NA	NA	NA	NA	NA
S200SUR	71.9931	-93.52145	4.5	7.0035	-1.41305	23.902231	29.6064	-1.41315	23.7916	371.9645	-9.442248	0.48	0.339846	0.000653	0.002473	0.004188	2.683511	0.182411	0.098939	45.526787	2.6650921	0.47	0.0018063223361969	257.9	695	6.095156	1.7563	-1.37495525	0.1273342883	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	11	117	26	4	14	117	116	NA	NA	NA	NA	NA	NA
S200ZZZ	71.9910625	-93.527575	55.8333333333333	55.3303125	-1.375296875	25.400713625	31.486365625	-1.376109375	25.31318125	340.1718125	-6.9642325	0.422625	0.28923825	0.000384625	0.000617375	0.00235175	3.458671875	0.108483125	0.025010375	2.273133875	0.080698875	0.47	0.00385744166870912	258.4375	695	6.09532725	1.7563	-1.37495525	0.1273342883	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	11	117	26	4	14	117	116	NA	NA	NA	NA	NA	NA
S201DCM	74.3288923913044	-85.6655945652174	35.5434782608696	35.7032760869565	-0.407709782608696	26.4418350869565	31.9201222391304	-0.408476630434783	25.6352255	345.815844021739	5.28441467391304	1.51889608695652	0.909456891304348	0.000581652173913043	0.0018930652173913	0.00362352173913043	3.40454106521739	0.214564956521739	0.131092413043478	0.582294282608696	0.054112	0.2	0.00593818092367788	278	657	6.56931330434783	NA	-1.50811559375	0.3193216389	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10.5434782608696	88.8260869565217	28	6.17391304347826	13.9130434782609	214.934782608696	158.413043478261	NA	NA	NA	NA	67.155927	54.8631690905797
S201MES	74.3045941176471	-85.6573529411765	440.632352941176	440.469531617647	0.994063308823529	29.5885885	34.3419973529412	0.973187058823529	27.5179463235294	233.490072058824	10.3488629852941	-0.00732176470588235	0	0.000319205882352941	0.000164397058823529	0.00190836764705882	3.592365	0.0707947205882353	-0.0126773088235294	0.000362	0	0.286029411764706	0.00511128066012672	278	667.514705882353	5.99328472058824	NA	-1.58950563786765	0.3193216389	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	11	14.2647058823529	32.6029411764706	9.88235294117647	13	519.382352941176	96.5735294117647	NA	NA	NA	NA	22.2014745620915	26.3893892696078
S201SUR	74.3076261261261	-85.8034765765766	4.86486486486486	6.63210540540541	-1.32368432432432	24.7789874864865	30.6955167567568	-1.32325594594595	24.6726993783784	368.231417567568	3.77697743243243	1.03365405405405	0.651016351351351	0.000476378378378378	0.00122818918918919	0.00295386486486486	3.00607667567568	0.225485162162162	0.142013162162162	21.7092574054054	2.69202467567568	0.202432432432432	0.00363380876890532	278	657.297297297297	6.63891173873874	NA	-1.53270090202703	0.3193216389	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10.5585585585586	18.1261261261261	25.9279279279279	17.6126126126126	13.8828828828829	414.630630630631	155.603603603604	NA	NA	NA	NA	28.4998687777778	32.7585032207792
S201ZZZ	74.304917948718	-85.7073948717949	98.28	142.201794871795	-0.482668205128205	27.0227410512821	32.7009931282051	-0.487816025641026	26.2665985641026	302.482973307692	8.47962917948718	0.57308	0.353547282051282	0.000418282051282051	0.000857384615384615	0.00259733333333333	3.53862491891892	0.133294641025641	0.0498222564102564	1.89810374358974	0.242892857142857	0.216153846153846	0.00544429863365288	278	658.974358974359	6.52195864102564	NA	-1.48575702884615	0.3193216389	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10.4102564102564	16.8205128205128	27.5897435897436	11.5641025641026	14.1794871794872	387.692307692308	195.641025641026	NA	NA	NA	NA	21.9107794444444	28.226039462963
S202DCM	73.17	-85.0477	30	30.194875	-0.278875	25.776029	30.957775	-0.2797	24.854525	349.98975	-0.857654	0.80685	0.529151	0.00039	0.000652	0.002371	3.452443	0.132186	0.048714	5.913143	NA	0.03	0.046422567324092	NA	631	NA	NA	-0.87126275	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10	213	15	7	30	256	175	NA	NA	NA	NA	24.1109709444444	24.1109709444444
S202SUR	73.1668285714286	-85.0361428571429	4.28571428571429	6.4285	-0.790175	24.534653	29.72785	-0.790275	23.8737	357.3045	-2.390026	0.3828	0.278313	0.000669	0.002391	0.0041	2.852183	0.257661	0.174189	78.385856	NA	0.03	0.046422567324092	NA	631	NA	NA	-0.851314785714286	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10	213	15	7	30	256	175	NA	NA	NA	NA	24.1109709444444	24.1109709444444
S202ZZZ	73.1680272727273	-85.0428181818182	33.1578947368421	40.2954772727273	-0.591796	25.6293185909091	31.1132418636364	-0.592724954545455	24.9918686818182	342.306448863636	-0.222759772727273	0.532315909090909	0.350642045454545	0.000414727272727273	0.000811772727272727	0.0025355	3.45651968181818	0.142098636363636	0.0586264545454545	10.6499137272727	NA	0.03	0.0464506553898029	NA	631	NA	NA	-0.850798375	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10	213	15	7	30	256	175	NA	NA	NA	NA	24.1109709444444	24.1109709444444
S203SUR	73.0833888888889	-80.3702888888889	4.44444444444444	6.47175	-0.78135	24.59988	29.918112	-0.7815	24.030563	357.75475	-3.871105	0.33705	0.247698	0.00055	0.001757	0.003469	2.725821	0.172375	0.088902	93.084271	NA	0	0.123646473089854	NA	610	NA	NA	-0.564546083333333	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	12	233	31	9	13	263	265	NA	NA	NA	NA	18.555696	18.555696
S203ZZZ	73.0764	-80.3617	NA	51.011625	-0.792937	26.154235	31.8469	-0.793338	25.581275	336.17175	-1.770772	0.15375	0.126353	0.000405	0.000758	0.002493	3.516351	0.095813	0.012341	1.377609	NA	0	0.151878792881966	NA	621	NA	NA	-0.75367475	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	12	233	31	9	13	263	265	NA	NA	NA	NA	NA	18.555696
S204SUR	72.67391	-78.4678	4.5	6.47175	-0.78135	24.59988	29.918112	-0.7815	24.030563	357.75475	-3.871105	0.33705	0.247698	0.00055	0.001757	0.003469	2.725821	0.172375	0.088902	93.084271	NA	0.03	0.0580458124478658	NA	603	NA	NA	-0.30805925	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	16	222	24	39	13	563	66	NA	NA	NA	NA	7.36170355555556	7.36170355555556
S204ZZZ	72.6736538461538	-78.4681769230769	35.9090909090909	38.3290288461538	-0.569995230769231	25.7209614615385	31.1705624615385	-0.570812538461538	25.0342663846154	343.807451923077	-2.45044253846154	0.375692307692308	0.266664538461538	0.000480769230769231	0.00127784615384615	0.00300161538461538	3.24113530769231	0.129134	0.0456615384615385	13.5357457692308	NA	0.03	0.0580458124478658	NA	603	NA	NA	-0.30805925	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	16	222	24	39	13	563	66	NA	NA	NA	NA	7.36170355555556	7.36170355555556
S205DCM	72.471	-71.8887	50	50.0189	-0.370445	26.771286	32.3762	-0.371855	26.004075	313.9293	7.542762	1.08438	0.68179	0.000408	0.000926	0.00266	3.501904	0.144228	0.08352	0.110425	NA	0.14	0	296	584	3.226999	0.50422	-1.148921	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	40.6363636363636	243.363636363636	31.0909090909091	52.8181818181818	16	483.363636363636	51.7272727272727	NA	NA	NA	NA	30.6483282222222	30.6483282222222
S205MES	72.445453968254	-71.8821841269841	490.920634920635	491.181919222222	1.23097963492064	29.842020984127	34.3781134444444	1.20649915873016	27.5314683015873	227.319913730159	22.8142955873016	-0.0081	0	0.00028515873015873	7.24285714285714e-05	0.00181534920634921	3.58761714285714	0.0658852857142857	0.00517720634920635	0.000362	NA	0.14	0	296	585	3.142294	0.50422	-1.148921	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	32	243	24	48	13	481	53	NA	NA	NA	NA	24.3002429444444	24.3002429444444
S205SUR	72.465558490566	-71.8917018867924	4.99056603773585	6.48595	-0.479225	26.388049	31.99537	-0.479385	25.7008	353.1935	3.880872	1.84599	1.070254	0.000507	0.001603	0.003335	3.112706	0.242497	0.181788	31.503042	NA	0.14	0	296	584.122641509434	3.2166106509434	0.50422	-1.148921	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	38.6037735849057	240.924528301887	28.2452830188679	49.5660377358491	16	762.641509433962	51.3207547169811	NA	NA	NA	NA	29.86978946174	29.86978946174
S205ZZZ	72.4643444444444	-71.8882527777778	121.071428571429	138.987597222222	-0.372600472222222	27.2262490833333	32.9319638055556	-0.376948638888889	26.4498261944444	299.221078166667	11.4021089166667	0.756946666666667	0.446571472222222	0.000371111111111111	0.000667527777777778	0.00240908333333333	3.49990644444444	0.125899472222222	0.0651911111111111	2.03949163888889	NA	0.14	0	296	584.25	3.20817566666667	0.50422	-1.148921	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	39.9166666666667	242.777777777778	30.2222222222222	51.9166666666667	15.9166666666667	549.222222222222	51.6666666666667	NA	NA	NA	NA	29.3413694885621	29.2376426049383
S206MES	70.9433	-53.5127	411	411.1711	3.03554	31.477466	34.50669	3.00914	27.488995	230.0861	13.409788	-0.0108	0	0.000328	0.000368	0.002097	3.097493	0.075079	0.01437	0.000362	NA	0.56	0.00251729518175125	356	560	3.867862	NA	1.61744425	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	25	205	14	35	15	472	505	NA	NA	NA	NA	6.05523088888889	7.83773522222222
S206SUR	70.9558571428571	-53.5844238095238	4.95238095238095	6.38026142857143	1.44636204761905	27.9979728857143	32.0827531428571	1.44603761904762	25.6726328571429	328.547572857143	3.56533654285714	1.21076771428571	0.750005123809524	0.000620171428571429	0.00238225714285714	0.00409919047619048	2.51525141904762	0.251796695238095	0.191088628571429	25.7457795047619	NA	0.553714285714286	0.00618391982075714	356	560.514285714286	3.7069659047619	0.31435	1.61962085714286	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	17.5288461538462	229.884615384615	13.1826923076923	53.8557692307692	13.3653846153846	314.375	137.384615384615	NA	NA	NA	NA	6.52718163164251	6.29562665058201
S206ZZZ	70.9578375	-53.6076958333333	135.27027027027	143.746565625	1.72464733333333	29.2784039166667	33.3298465	1.71735885416667	26.6504296041667	279.199322916667	8.37405072916667	0.262269375	0.175106604166667	0.0004686875	0.00133997916666667	0.00306708333333333	2.9805195625	0.131081770833333	0.0703734791666667	1.2049588125	NA	0.553125	0.0213694793855151	356	560.5625	3.70303820833333	0.31435	1.619964953125	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	17.3541666666667	236.625	13.1875	53.8541666666667	13.375	361.979166666667	139.875	NA	NA	NA	NA	6.2599771	5.95127329715762
S207DCM	69.2122	-52.8049	40	40.066	2.95355	29.882959	32.8578	2.95125	26.1795	309.33675	-1.238959	0.6978	0.468132	0.000941	0.004601	0.006314	2.765009	0.250905	0.190197	0.89381	NA	0.86	0	365	550	5.030637	1.1142	2.384455	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	27	301	14	54	14	563	564	NA	NA	NA	NA	20.2180238888889	20.2180238888889
S207SUR	69.2110125	-52.810975	4.375	6.896	2.3295	29.196078	32.6724	2.3291	26.0816	316.1705	-1.150923	0.6666	0.450161	0.000925	0.004491	0.006208	2.68527	0.305362	0.244654	84.31483	NA	0.86	0.00724232812722524	365	550	5.055269125	1.1142	2.394493	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	27	301	14	54	14	563	564	NA	NA	NA	NA	20.2180238888889	20.2180238888889
S207ZZZ	69.2117117647059	-52.8065352941177	61.25	60.7415882352941	3.14003088235294	30.2907792941176	33.1304308823529	3.13636617647059	26.3778632352941	299.444411764706	-0.318825058823529	0.418905882352941	0.289283117647059	0.000771058823529412	0.00342835294117647	0.00514229411764706	2.81673217647059	0.200730882352941	0.140022294117647	6.412255	NA	0.86	0.00170407720640594	365	550	5.030637	1.1142	2.38681688235294	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	27	301	14	54	14	563	564	NA	NA	NA	NA	20.2180238888889	20.2180238888889
S208DCM	69.1124	-51.5117	41	41.0815	3.659925	30.643238	33.056175	3.657275	26.2794	296.62225	2.019165	0.24885	0.193576	0.000454	0.001231	0.00294	2.736024	0.111313	0.050605	0.120898	NA	0.98	0	347	508	3.809503	1.5239	2.64920725	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	49	141	13	112	13	316	342	NA	NA	NA	NA	11.6372638333333	11.6372638333333
S208SUR	69.1147651376147	-51.5388073394495	4.90825688073395	6.0365	3.1965	30.183032	32.99175	3.19615	26.265	303.326	1.791002	0.3768	0.276242	0.000459	0.001266	0.002978	2.6962	0.121422	0.060714	2.751917	NA	0.98	0	347	508	3.809503	1.5239	2.63172461926606	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	49	141	13	112	13	316	342	NA	NA	NA	NA	11.6372638333333	11.6372638333333
S208ZZZ	69.1103513513513	-51.5388918918919	73.0769230769231	94.007972972973	3.35409797297297	30.6566914864865	33.3418405405405	3.34750743243243	26.5304331081081	284.963162162162	3.15403454054054	0.119221621621622	0.0947834864864865	0.000459081081081081	0.00126859459459459	0.00298375675675676	2.87652848648649	0.110807405405405	0.0500987837837838	0.262902135135135	NA	0.98	0	347	508	3.809503	1.5239	2.67449361148649	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	49	141	13	112	13	316	342	NA	NA	NA	NA	11.6372638333333	11.6372638333333
S209MES	64.7	-52.996	350.971428571429	350.761455714286	4.20173857142857	32.5575311428571	34.5991642857143	4.17597207142857	27.448816	273.025656428571	10.6254741714286	-0.0109954714285714	0	0.000456885714285714	0.00125118571428571	0.00297217142857143	2.548801	0.113787714285714	0.0530795857142857	0.000362	0	0.81	0	365	531	6.663158	0.89078	2.08277725	0.4260866664	NA	NA	NA	NA	NA	NA	5.666667	NA	NA	NA	NA	15	17	NA	89	14	424	426	NA	NA	NA	NA	5.67685783333333	6.2860517962963
S209SUR	64.7284909090909	-53.05383	4.95454545454545	6.499025	2.49629654545455	29.3034694545455	32.6029257818182	2.49595690909091	26.0110307272727	323.896313336364	6.14762292727273	1.32085581818182	0.807990890909091	0.000526081818181818	0.0017702	0.00348419090909091	2.72394029090909	0.230834027272727	0.170125027272727	6.37910517272727	2.53327321818182	0.81	0	365	531.009090909091	6.65744382727273	3.0908	1.99759927954545	0.4260866664	NA	NA	NA	NA	NA	NA	5.666667	NA	NA	NA	NA	19	17	18	94	15	498	498	NA	NA	NA	NA	6.54600935174419	6.28900376185531
S209ZZZ	64.7426	-53.0807523809524	139.944444444444	143.766258333333	3.50181523809524	31.0143471904762	33.5977785952381	3.49212202380952	26.7188601428571	296.466918452381	7.59910614285714	0.323408928571429	0.219327214285714	0.000417142857142857	0.000977666666666667	0.0026935	2.74165761111111	0.12744319047619	0.0667345476190476	0.338003047619048	0.132326111111111	0.81	0	365	531	6.66269007142857	3.0908	1.98480005357143	0.4260866664	NA	NA	NA	NA	NA	NA	5.666667	NA	NA	NA	NA	19	17	18	94	15	498	498	NA	NA	NA	NA	6.44334197705314	6.20152426678241
S20DCM	34.4812	14.9309	100	100.057833	16.79155	48.35074	38.192967	16.774817	28.0215	267.555333	NA	0.3224	0.608582	NA	NA	NA	NA	NA	NA	NA	0.039744	0.2	0	365	627	27.479683	0.48382	21.36756775	1.4144452485	NA	0.0837297551333904	NA	0.0863157734274864	37.1843090057373	0.000161221476446372	1.333333	0.031811	0.000963622587732971	0.0111615066416562	90.7629737854004	63	63	93	73	69	13	NA	NA	NA	NA	NA	NA	NA
S20SUR	34.45303	14.960812	5	6.131015	21.5079085	53.70218298	38.3982025	21.50676464	26.94305279	222.16373236	NA	-0.02387	0	NA	NA	NA	NA	NA	NA	NA	17.924415959596	0.2	0	365	627	26.9434356	0.48382	21.3711402025	1.4144452485	NA	0.0842767213284969	NA	0.0890476984158158	37.9294513320923	0.000163686966188834	1.333333	0.0323776363636364	0.000994722101895604	0.0112057033926249	90.5976111602783	63	63	93	73	69	13	NA	0.01	0.01	0	0.54	NA	NA
S20ZZZ	34.4344083333333	14.974175	110	92.1525278333333	18.2272799166667	50.0263646666667	38.3775028333333	18.21263925	27.7171083333333	243.911267416667	NA	0.0323416666666667	0.0752526666666667	NA	NA	NA	NA	NA	NA	NA	0.338834727272727	0.2	0	365	627	27.0744255	0.534190833333333	21.3685088125	1.4144452485	NA	0.0823268337796132	NA	0.0888303189227978	37.8353888193766	0.000161428930975186	1.333333	0.0321753636363636	0.000993551936214014	0.0112911351025104	91.6380249659221	64.25	64.25	94.6666666666667	74.25	71.5	99.6666666666667	NA	NA	NA	NA	NA	NA	NA
S210MES	61.5754	-55.9846117647059	390.882352941176	391.178394117647	4.79209029411765	33.3952534117647	34.9396767647059	4.76113235294118	27.6550852941176	271.861141176471	16.0285061764706	-0.00338823529411765	0	0.000274764705882353	0.000140470588235294	0.00186135294117647	2.27872341176471	0.0622702352941176	0.00533135294117647	0.000362	0	0.45	0	365	534	3.69642	0.64044	1.590825625	1.1208150543	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	70	274	NA	79	13	317	73	NA	NA	NA	NA	5.14684672222222	5.14514316666667
S210SUR	61.5362858490566	-55.9900773584906	4.93396226415094	6.2001	5.295265	33.036723990566	34.212769	5.29478	27.017281	293.84675	8.286479	0.9993	0.636471	0.000435	0.001252	0.002962	2.274721	0.176337	0.119398009433962	26.400442	1.761859	0.45	0	365	535	4.333452	0.761566666666667	1.590825625	1.1208150543	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	63.6666666666667	182	20	79.6666666666667	14	131	88	NA	NA	NA	NA	4.90814521724319	4.85663096305031
S210ZZZ	61.5266594594595	-55.9948648648649	107.516129032258	118.74592027027	5.24499445945946	33.3461769189189	34.5675201621622	5.23563864864865	27.303942027027	282.926539189189	11.397662027027	0.412285162162162	0.268937243243243	0.000359378378378378	0.00071945945945946	0.00243283783783784	2.27024655555556	0.112892945945946	0.0559542702702703	1.91559794594595	0.0955945	0.45	0	365	534.972972972973	4.31623491891892	0.673873513513514	1.590825625	1.1208150543	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	51.7297297297297	229.891891891892	16	76.6216216216216	13.972972972973	130.837837837838	78.5135135135135	NA	NA	NA	NA	5.04406679804805	4.96315084712212
S21SUR	37.5078742424242	17.2418242424242	5	6.4255	19.467325	51.271907	38.24775	19.46605	27.3834	211.5955	NA	0.0183	0.076069	0.000103	0.000769	0.002453	1.3275	0.089498	0.061568	NA	13.0383470909091	0.02	0	365	610	23.4825139545455	0.195893636363636	19.0152469147727	1.0150680024	NA	0.1640905873342	NA	0.153267954786618	54.1732217904293	4.77339843917324e-05	0	0.0446635	0.00108596018187447	0.0201277039437131	70.6146518822872	49.7727272727273	50	73.1818181818182	62.5909090909091	58.0454545454545	739.181818181818	NA	0.01	0.01	0.4	0.84	0.251681517857143	0.251681517857143
S21ZZZ	37.5140214285714	17.31025	163.75	190.834553571429	15.9628026428571	48.0008438928571	38.6145193928571	15.931808	28.5269377142857	195.759263392857	NA	0.0116892857142857	0.0485436428571429	3.81785714285714e-05	0.0003175	0.00201632142857143	1.59764507142857	0.0477837857142857	0.0198532857142857	NA	0.673779892857143	0.02	0	365	610	23.7495762142857	0.199271428571429	19.0209931964286	1.0150680024	NA	0.165246000779527	NA	0.17627577856183	54.5233394077846	5.483374648715e-05	0	0.0482815	0.0010923154768534	0.0194924755154976	70.5569937569754	49.5714285714286	50	71.5714285714286	64	59.8571428571429	657.857142857143	NA	NA	NA	NA	NA	0.177658126984127	0.177658126984127
S22DCM	39.6410288888889	17.4073766666667	36.6666666666667	36.924815	16.6210225555556	47.9661214444444	38.0376003333333	16.6151052222222	27.9382705555556	221.036953444444	NA	0.0748	0.211306666666667	0.000293333333333333	0.00208011111111111	0.00376988888888889	1.69078722222222	0.118803444444444	0.0908734444444445	NA	0.460647777777778	0	0	365	598.533333333333	21.6025631111111	0.284380555555556	16.654266675	0.4470089522	NA	0.512794643640518	NA	0.294567777050866	75.1774420304732	0.000264127641209846	0	0.0616127272727273	0.00198811165302888	0.0632029399689701	45.2515134175619	12.9777777777778	35.5333333333333	17.7888888888889	59.2111111111111	13.5888888888889	594.911111111111	NA	0.0353164556962025	0.01	0.0417721518987342	1.54405063291139	3.33826022222222	3.33826022222222
S22SUR	39.833975257732	17.4131484536082	5	6.297083	17.298758	48.452198	37.839767	17.297667	27.623392	221.54775	NA	0.0783	0.222355	0.000344	0.002433	0.004119	1.704583	0.16813	0.140201	NA	9.902814	0	0	365	597.257731958763	21.56171	0.263839072164948	17.2796449162371	0.4470089522	4.11862	0.404103539807281	668.371	0.250482222007722	79.5347929492439	0.000313257890514616	0	0.06248	0.00174924198204421	0.0467654389050818	50.2383661761727	13.639175257732	43	30.8556701030928	56.5463917525773	14.1546391752577	283.494845360825	NA	0.07	0.02	0.2	2.03	2.17840606643757	1.64912944788087
S22ZZZ	39.8239555555556	17.4104777777778	168.666666666667	157.237036962963	14.7737173703704	46.4907227037037	38.4494507407407	14.7440946296296	28.682882962963	204.219879740741	NA	0.0250074074074074	0.082598962962963	0.000180592592592593	0.00130248148148148	0.00300214814814815	1.79825611111111	0.0647161481481481	0.0367861851851852	NA	0.357722222222222	0	0	365	597.777777777778	21.6280163703704	0.38516037037037	17.319893625	0.4470089522	NA	0.413406562474039	NA	0.257170094384088	79.6752065022786	0.000314937944360146	0	0.0624093333333333	0.0018093957483803	0.0474062142548738	49.805955392343	12.7777777777778	32.8518518518519	21.1481481481481	59.3703703703704	15.8888888888889	554.185185185185	NA	NA	NA	NA	NA	3.33826022222222	2.91951724148148
S23DCM	42.1720697916667	17.7253520833333	53.8020833333333	53.9764823854167	15.2462038333333	46.97320534375	38.463040625	15.2377136354167	28.5901575520833	224.6444560625	NA	0.0685010416666667	0.1985390625	0.00012490625	0.000916104166666667	0.002613625	1.7717336875	0.06486609375	0.03693609375	NA	0.04929671875	0.03	0	365	582	15.6349	1.65614583333333	16.4300219375	0.6411777578	NA	NA	478.135	NA	NA	NA	3.583333	NA	NA	NA	NA	11.5208333333333	12.5208333333333	56.2291666666667	56.6458333333333	42.1666666666667	163.541666666667	NA	0.01	0.01	0	1.05	1.89773322222222	1.89414860416667
S23SUR	42.1984887755102	17.7156183673469	5	6.477917	17.211742	48.792899	38.22805	17.21065	27.9429	221.782083	NA	0.0344	0.122855	0.000196	0.001405	0.003095	1.465	0.106234	0.078304	NA	7.806239	0.03	0	365	582	15.6349	1.62117857142857	16.472071	0.6411777578	NA	0.241092637181282	478.135	0.226478319395991	NA	NA	3.583333	NA	0.00168963545002043	0.0183994974941015	60.7361145019531	13.6020408163265	15.469387755102	58	10.2959183673469	37.7959183673469	120.969387755102	NA	0.01	0.01	0	1.38	2.30575254040404	2.28854356235828
S23ZZZ	42.1757095238095	17.7263857142857	135	136.070218285714	14.6592486666667	46.5004403333333	38.5684682380952	14.6389352380952	28.801305952381	208.001027857143	NA	0.0181238095238095	0.0687290952380952	9.82380952380952e-05	0.000728333333333333	0.00243009523809524	1.716617	0.0463710476190476	0.0184410476190476	NA	0.40123035	0.03	0	365	582	15.6349	1.65111428571429	16.349613375	0.6411777578	NA	0.241092637181282	NA	0.239324897527695	NA	NA	3.583333	NA	0.00168963545002043	0.0183994974941015	60.7361145019531	12.4761904761905	13.5714285714286	53.9523809523809	49.6666666666667	40.5238095238095	163.809523809524	NA	NA	NA	NA	NA	1.99013600653595	2.01157528571429
